airport_id,airport_name,city,country,iata,icao,latitude,longitude,timezone
2499,Perito Moreno Airport,Perito Moreno,Argentina,PMQ,SAWP,-46.537899,-70.978699,America/Argentina/Rio_Gallegos
2500,Santa Cruz Airport,Santa Cruz,Argentina,RZA,SAWU,-50.0165,-68.5792,America/Argentina/Rio_Gallegos
2501,Comandante Espora Airport,Bahia Blanca,Argentina,BHI,SAZB,-38.725,-62.1693,America/Buenos_Aires
2502,Brigadier D.H.E. Ruiz Airport,Colonel Suarez,Argentina,CSZ,SAZC,-37.446098,-61.889301,America/Buenos_Aires
2503,Olavarria Airport,Olavarria,Argentina,OVR,SAZF,-36.8899993896,-60.216598510699995,America/Buenos_Aires
2504,General Pico Airport,General Pico,Argentina,GPO,SAZG,-35.6962013245,-63.7583007812,America/Argentina/Salta
2505,Tres Arroyos Airport,Tres Arroyos,Argentina,OYO,SAZH,-38.3869,-60.3297,America/Buenos_Aires
2506,Bolivar Airport,Bolivar,Argentina,,SAZI,-36.1866,-61.0764,America/Buenos_Aires
2508,Ástor Piazzola International Airport,Mar Del Plata,Argentina,MDQ,SAZM,-37.9342,-57.5733,America/Buenos_Aires
2509,Presidente Peron Airport,Neuquen,Argentina,NQN,SAZN,-38.949001,-68.155701,America/Argentina/Salta
2511,Comodoro Pedro Zanni Airport,Pehuajo,Argentina,PEH,SAZP,-35.8446,-61.8576,America/Buenos_Aires
2512,Santa Rosa Airport,Santa Rosa,Argentina,RSA,SAZR,-36.588299,-64.275703,America/Argentina/Salta
2513,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,BRC,SAZS,-41.151199,-71.157501,America/Argentina/Salta
2514,Héroes De Malvinas Airport,Tandil,Argentina,TDL,SAZT,-37.2374000549,-59.2279014587,America/Buenos_Aires
2515,Villa Gesell Airport,Villa Gesell,Argentina,VLG,SAZV,-37.2354,-57.0292,America/Buenos_Aires
2516,Cutral-Co Airport,Cutralco,Argentina,CUT,SAZW,-38.939701080300004,-69.2646026611,America/Argentina/Salta
2517,Aviador C. Campos Airport,San Martin Des Andes,Argentina,CPC,SAZY,-40.075401,-71.137299,America/Argentina/Salta
2518,Conceição do Araguaia Airport,Conceicao Do Araguaia,Brazil,CDJ,SBAA,-8.348349571228027,-49.30149841308594,America/Belem
2519,Campo Délio Jardim de Mattos Airport,Rio De Janeiro,Brazil,,SBAF,-22.875099,-43.384701,America/Sao_Paulo
2520,Amapá Airport,Amapa,Brazil,,SBAM,2.07751,-50.8582,America/Fortaleza
2521,Araraquara Airport,Araracuara,Brazil,AQA,SBAQ,-21.812000274699997,-48.1329994202,America/Sao_Paulo
2522,Santa Maria Airport,Aracaju,Brazil,AJU,SBAR,-10.984000206,-37.0703010559,America/Fortaleza
2524,Piloto Osvaldo Marques Dias Airport,Alta Floresta,Brazil,AFL,SBAT,-9.8663892746,-56.1049995422,America/Campo_Grande
2525,Araçatuba Airport,Aracatuba,Brazil,ARU,SBAU,-21.1413002014,-50.4247016907,America/Sao_Paulo
2526,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,BEL,SBBE,-1.3792500495900002,-48.4762992859,America/Belem
2527,Comandante Gustavo Kraemer Airport,Bage,Brazil,BGX,SBBG,-31.39049911499,-54.112201690674,America/Sao_Paulo
2528,Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,Brazil,PLU,SBBH,-19.851200103759766,-43.950599670410156,America/Sao_Paulo
2529,Bacacheri Airport,Curitiba,Brazil,BFH,SBBI,-25.4050998688,-49.23199844359999,America/Sao_Paulo
2530,Major Brigadeiro Doorgal Borges Airport,Barbacena,Brazil,,SBBQ,-21.2672,-43.761101,America/Sao_Paulo
2531,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,BSB,SBBR,-15.86916732788086,-47.920833587646484,America/Sao_Paulo
2532,Bauru Airport,Bauru,Brazil,BAU,SBBU,-22.3449993134,-49.0537986755,America/Sao_Paulo
2533,Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,BVB,SBBV,2.84138894081,-60.6922225952,America/Boa_Vista
2534,Barra do Garças Airport,Barra Do Garcas,Brazil,BPG,SBBW,-15.861300468400001,-52.3889007568,America/Campo_Grande
2535,Cascavel Airport,Cascavel,Brazil,CAC,SBCA,-25.0002994537,-53.500801086399996,America/Sao_Paulo
2536,Cachimbo Airport,Itaituba,Brazil,,SBCC,-9.33393955231,-54.9654006958,America/Belem
2537,Tancredo Neves International Airport,Belo Horizonte,Brazil,CNF,SBCF,-19.62444305419922,-43.97194290161133,America/Sao_Paulo
2538,Campo Grande Airport,Campo Grande,Brazil,CGR,SBCG,-20.468700408900002,-54.6725006104,America/Campo_Grande
2539,Serafin Enoss Bertaso Airport,Chapeco,Brazil,XAP,SBCH,-27.134199142456,-52.656600952148,America/Sao_Paulo
2540,Brig. Lysias Augusto Rodrigues Airport,Carolina,Brazil,CLN,SBCI,-7.32043981552124,-47.45869827270508,America/Fortaleza
2541,Diomício Freitas Airport,Criciuma,Brazil,CCM,SBCM,-28.7244434357,-49.4213905334,America/Sao_Paulo
2542,Canoas Air Force Base,Porto Alegre,Brazil,,SBCO,-29.945928,-51.144413,America/Sao_Paulo
2543,Bartolomeu Lisandro Airport,Campos,Brazil,CAW,SBCP,-21.698299408,-41.301700592,America/Sao_Paulo
2544,Corumbá International Airport,Corumba,Brazil,CMG,SBCR,-19.0119438171,-57.6713905334,America/Campo_Grande
2545,Afonso Pena Airport,Curitiba,Brazil,CWB,SBCT,-25.5284996033,-49.1758003235,America/Sao_Paulo
2546,Caravelas Airport,Caravelas,Brazil,CRQ,SBCV,-17.652299880981,-39.253101348877,America/Fortaleza
2547,Hugo Cantergiani Regional Airport,Caxias Do Sul,Brazil,CXJ,SBCX,-29.197099685699996,-51.1875,America/Sao_Paulo
2548,Marechal Rondon Airport,Cuiaba,Brazil,CGB,SBCY,-15.6528997421,-56.1166992188,America/Campo_Grande
2549,Cruzeiro do Sul Airport,Cruzeiro do Sul,Brazil,CZS,SBCZ,-7.59990978241,-72.7695007324,America/Rio_Branco
2550,Presidente Prudente Airport,President Prudente,Brazil,PPB,SBDN,-22.1751003265,-51.4245986938,America/Sao_Paulo
2551,Eduardo Gomes International Airport,Manaus,Brazil,MAO,SBEG,-3.0386099815368652,-60.04970169067383,America/Boa_Vista
2552,Jacareacanga Airport,Jacare-acanga,Brazil,JCR,SBEK,-6.233160018920898,-57.77690124511719,America/Belem
2553,São Pedro da Aldeia Airport,Sao Pedro Da Aldeia,Brazil,,SBES,-22.81290054321289,-42.09260177612305,America/Sao_Paulo
2554,Cataratas International Airport,Foz Do Iguacu,Brazil,IGU,SBFI,-25.600278854370117,-54.48500061035156,America/Sao_Paulo
2555,Hercílio Luz International Airport,Florianopolis,Brazil,FLN,SBFL,-27.670278549194336,-48.5525016784668,America/Sao_Paulo
2556,Fernando de Noronha Airport,Fernando Do Noronha,Brazil,FEN,SBFN,-3.85493,-32.423302,America/Fortaleza
2558,Furnas Airport,Alpinopolis,Brazil,,SBFU,-20.702800750732422,-46.33530044555664,America/Sao_Paulo
2559,Pinto Martins International Airport,Fortaleza,Brazil,FOR,SBFZ,-3.776279926300049,-38.53260040283203,America/Fortaleza
2560,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,GIG,SBGL,-22.8099994659,-43.2505569458,America/Sao_Paulo
2561,Guajará-Mirim Airport,Guajara-mirim,Brazil,GJM,SBGM,-10.786399841308594,-65.28479766845703,America/Boa_Vista
2562,Santa Genoveva Airport,Goiania,Brazil,GYN,SBGO,-16.631999969482422,-49.220699310302734,America/Sao_Paulo
2563,EMBRAER - Unidade Gavião Peixoto Airport,Macae,Brazil,,SBGP,-21.773700714111328,-48.40510177612305,America/Sao_Paulo
2564,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,GRU,SBGR,-23.435556411743164,-46.47305679321289,America/Sao_Paulo
2565,Guaratinguetá Airport,Guaratingueta,Brazil,GUJ,SBGW,-22.79159927368164,-45.20479965209961,America/Sao_Paulo
2566,Altamira Airport,Altamira,Brazil,ATM,SBHT,-3.2539100646973,-52.254001617432,America/Belem
2567,Itacoatiara Airport,Itaituba,Brazil,ITA,SBIC,-3.1272599697113037,-58.481201171875,America/Boa_Vista
2568,Itaituba Airport,Itaituba,Brazil,ITB,SBIH,-4.2423400878906,-56.000701904297,America/Belem
2569,Bahia - Jorge Amado Airport,Ilheus,Brazil,IOS,SBIL,-14.815999984741,-39.033199310303,America/Fortaleza
2570,Usiminas Airport,Ipatinga,Brazil,IPN,SBIP,-19.470699310303,-42.487598419189,America/Sao_Paulo
2571,Francisco Vilela do Amaral Airport,Itumbiara,Brazil,ITR,SBIT,-18.4447002411,-49.2134017944,America/Sao_Paulo
2572,Prefeito Renato Moreira Airport,Imperatriz,Brazil,IMP,SBIZ,-5.53129,-47.459999,America/Fortaleza
2573,Belém/Brigadeiro Protásio de Oliveira Airport,Belem,Brazil,,SBJC,-1.4141600132,-48.4607009888,America/Belem
2574,Francisco de Assis Airport,Juiz De Fora,Brazil,JDF,SBJF,-21.791500091552734,-43.38679885864258,America/Sao_Paulo
2575,Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,JPA,SBJP,-7.145833015440001,-34.9486122131,America/Fortaleza
2576,Lauro Carneiro de Loyola Airport,Joinville,Brazil,JOI,SBJV,-26.22450065612793,-48.797401428222656,America/Sao_Paulo
2577,Presidente João Suassuna Airport,Campina Grande,Brazil,CPV,SBKG,-7.26992,-35.8964,America/Fortaleza
2578,Viracopos International Airport,Campinas,Brazil,VCP,SBKP,-23.0074005127,-47.1344985962,America/Sao_Paulo
2579,Lages Airport,Lajes,Brazil,LAJ,SBLJ,-27.782100677499997,-50.28150177,America/Sao_Paulo
2580,Lins Airport,Lins,Brazil,LIP,SBLN,-21.663999557495,-49.730499267578,America/Sao_Paulo
2581,Governador José Richa Airport,Londrina,Brazil,LDB,SBLO,-23.333599090599996,-51.1301002502,America/Sao_Paulo
2582,Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,Brazil,LAZ,SBLP,-13.2621002197,-43.4081001282,America/Fortaleza
2583,Lagoa Santa Airport,Lagoa Santa,Brazil,,SBLS,-19.66160011291504,-43.896400451660156,America/Sao_Paulo
2584,João Correa da Rocha Airport,Maraba,Brazil,MAB,SBMA,-5.36858987808,-49.138000488299994,America/Belem
2585,Monte Dourado Airport,Almeirim,Brazil,MEU,SBMD,-0.889839,-52.6022,America/Belem
2586,Regional de Maringá - Sílvio Nane Junior Airport,Maringa,Brazil,MGF,SBMG,-23.479444503799996,-52.01222229,America/Sao_Paulo
2587,Mário Ribeiro Airport,Montes Claros,Brazil,MOC,SBMK,-16.706899642899998,-43.818901062,America/Sao_Paulo
2589,Ponta Pelada Airport,Manaus,Brazil,PLL,SBMN,-3.1460399627685547,-59.98630142211914,America/Boa_Vista
2590,Zumbi dos Palmares Airport,Maceio,Brazil,MCZ,SBMO,-9.510809898376465,-35.79169845581055,America/Fortaleza
2591,Alberto Alcolumbre Airport,Macapa,Brazil,MCP,SBMQ,0.0506640002131,-51.0722007751,America/Fortaleza
2592,Dix-Sept Rosado Airport,Mocord,Brazil,MVF,SBMS,-5.2019200324999995,-37.3642997742,America/Fortaleza
2593,Campo de Marte Airport,Sao Paulo,Brazil,,SBMT,-23.5090999603,-46.6377983093,America/Sao_Paulo
2594,Manicoré Airport,Manicore,Brazil,MNX,SBMY,-5.8113799095154,-61.278301239014,America/Boa_Vista
2595,Ministro Victor Konder International Airport,Navegantes,Brazil,NVT,SBNF,-26.879999,-48.651402,America/Sao_Paulo
2596,Santo Ângelo Airport,Santo Angelo,Brazil,GEL,SBNM,-28.2817,-54.169102,America/Sao_Paulo
2597,Governador Aluízio Alves International Airport,Natal,Brazil,NAT,SBSG,-5.768056,-35.376111,America/Fortaleza
2598,Oiapoque Airport,Oioiapoque,Brazil,OYK,SBOI,3.85548996925354,-51.79690170288086,America/Fortaleza
2599,Salgado Filho Airport,Porto Alegre,Brazil,POA,SBPA,-29.994400024414062,-51.1713981628418,America/Sao_Paulo
2600,Prefeito Doutor João Silva Filho Airport,Parnaiba,Brazil,PHB,SBPB,-2.89374995232,-41.73199844359999,America/Fortaleza
2601,Poços de Caldas - Embaixador Walther Moreira Salles Airport,Pocos De Caldas,Brazil,POO,SBPC,-21.843000411987,-46.567901611328,America/Sao_Paulo
2602,Lauro Kurtz Airport,Passo Fundo,Brazil,PFB,SBPF,-28.243999,-52.326599,America/Sao_Paulo
2603,João Simões Lopes Neto International Airport,Pelotas,Brazil,PET,SBPK,-31.718399,-52.327702,America/Sao_Paulo
2604,Senador Nilo Coelho Airport,Petrolina,Brazil,PNZ,SBPL,-9.362409591674805,-40.56909942626953,America/Fortaleza
2605,Porto Nacional Airport,Porto Nacional,Brazil,PNB,SBPN,-10.719400405883789,-48.39970016479492,America/Fortaleza
2606,Ponta Porã Airport,Ponta Pora,Brazil,PMG,SBPP,-22.54960060119629,-55.702598571777344,America/Campo_Grande
2607,Governador Jorge Teixeira de Oliveira Airport,Porto Velho,Brazil,PVH,SBPV,-8.70928955078125,-63.90230178833008,America/Boa_Vista
2609,Plácido de Castro Airport,Rio Branco,Brazil,RBR,SBRB,-9.868888854980469,-67.89805603027344,America/Rio_Branco
2610,Guararapes - Gilberto Freyre International Airport,Recife,Brazil,REC,SBRF,-8.126489639282227,-34.92359924316406,America/Fortaleza
2612,Santos Dumont Airport,Rio De Janeiro,Brazil,SDU,SBRJ,-22.910499572799996,-43.1631011963,America/Sao_Paulo
2613,Leite Lopes Airport,Ribeirao Preto,Brazil,RAO,SBRP,-21.136388778686523,-47.776668548583984,America/Sao_Paulo
2614,Santa Cruz Air Force Base,Rio De Janeiro,Brazil,SNZ,SBSC,-22.9324,-43.719101,America/Sao_Paulo
2615,Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,Brazil,SJK,SBSJ,-23.22920036315918,-45.86149978637695,America/Sao_Paulo
2616,Marechal Cunha Machado International Airport,Sao Luis,Brazil,SLZ,SBSL,-2.585360050201416,-44.234100341796875,America/Fortaleza
2618,Congonhas Airport,Sao Paulo,Brazil,CGH,SBSP,-23.626110076904297,-46.65638732910156,America/Sao_Paulo
2619,Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,Brazil,SJP,SBSR,-20.816600799599996,-49.40650177,America/Sao_Paulo
2620,Base Aérea de Santos Airport,Santos,Brazil,SSZ,SBST,-23.928056716918945,-46.299720764160156,America/Sao_Paulo
2621,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,SSA,SBSV,-12.9086112976,-38.3224983215,America/Fortaleza
2622,Trombetas Airport,Oriximina,Brazil,TMT,SBTB,-1.489599943161,-56.396800994873,America/Belem
2623,Senador Petrônio Portela Airport,Teresina,Brazil,THE,SBTE,-5.0599398613,-42.8235015869,America/Fortaleza
2624,Tefé Airport,Tefe,Brazil,TFF,SBTF,-3.38294005394,-64.7240982056,America/Boa_Vista
2625,Tarauacá Airport,Tarauaca,Brazil,TRQ,SBTK,-8.1552600860596,-70.783302307129,America/Rio_Branco
2626,Telêmaco Borba Airport,Telemaco Borba,Brazil,TEC,SBTL,-24.317800521850586,-50.6515998840332,America/Sao_Paulo
2627,Tiriós Airport,Obidos Tirios,Brazil,,SBTS,2.22347,-55.946098,America/Belem
2628,Tabatinga Airport,Tabatinga,Brazil,TBT,SBTT,-4.2556700706482,-69.93579864502,America/Boa_Vista
2629,Tucuruí Airport,Tucurui,Brazil,TUR,SBTU,-3.7860100269318,-49.72029876709,America/Belem
2630,São Gabriel da Cachoeira Airport,Sao Gabriel,Brazil,SJL,SBUA,-0.14835,-66.9855,America/Boa_Vista
2631,Paulo Afonso Airport,Paulo Alfonso,Brazil,PAV,SBUF,-9.4008798599243,-38.250598907471,America/Fortaleza
2632,Rubem Berta Airport,Uruguaiana,Brazil,URG,SBUG,-29.7821998596,-57.0382003784,America/Sao_Paulo
2633,Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,UDI,SBUL,-18.883612,-48.225277,America/Sao_Paulo
2635,Mário de Almeida Franco Airport,Uberaba,Brazil,UBA,SBUR,-19.764722824097,-47.966110229492,America/Sao_Paulo
2636,Major Brigadeiro Trompowsky Airport,Varginha,Brazil,VAG,SBVG,-21.5900993347,-45.4733009338,America/Sao_Paulo
2637,Brigadeiro Camarão Airport,Vilhena,Brazil,BVH,SBVH,-12.694399833679,-60.098300933838,America/Boa_Vista
2638,Eurico de Aguiar Salles Airport,Vitoria,Brazil,VIX,SBVT,-20.258057,-40.286388,America/Sao_Paulo
2639,Iauaretê Airport,Iauarete,Brazil,,SBYA,0.6075000166893,-69.18579864502,America/Boa_Vista
2640,Campo Fontenelle Airport,Piracununga,Brazil,QPS,SBYS,-21.984600067138672,-47.334800720214844,America/Sao_Paulo
2641,Chacalluta Airport,Arica,Chile,ARI,SCAR,-18.348499,-70.338699,America/Santiago
2642,Balmaceda Airport,Balmaceda,Chile,BBA,SCBA,-45.916099548339844,-71.68949890136719,America/Santiago
2643,El Bosque Airport,Santiago,Chile,,SCBQ,-33.561798095703125,-70.68840026855469,America/Santiago
2644,Chile Chico Airport,Chile Chico,Chile,CCH,SCCC,-46.58330154418945,-71.6874008178711,America/Santiago
2645,El Loa Airport,Calama,Chile,CJC,SCCF,-22.498199462890625,-68.90360260009766,America/Santiago
2646,Gral. Bernardo O´Higgins Airport,Chillan,Chile,YAI,SCCH,-36.58250045776367,-72.03140258789062,America/Santiago
2647,Pdte. Carlos Ibañez del Campo Airport,Punta Arenas,Chile,PUQ,SCCI,-53.002602,-70.854599,America/Santiago
2648,Teniente Vidal Airport,Coyhaique,Chile,GXQ,SCCY,-45.594200134277344,-72.1061019897461,America/Santiago
2649,Diego Aracena Airport,Iquique,Chile,IQQ,SCDA,-20.535200119018555,-70.1812973022461,America/Santiago
2650,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,SCL,SCEL,-33.393001556396484,-70.78579711914062,America/Santiago
2651,Andrés Sabella Gálvez International Airport,Antofagasta,Chile,ANF,SCFA,-23.444501,-70.445099,America/Santiago
2652,Capitan Fuentes Martinez Airport Airport,Porvenir,Chile,WPR,SCFM,-53.253700256347656,-70.31919860839844,America/Santiago
2653,Futaleufú Airport,Futaleufu,Chile,FFU,SCFT,-43.18920135498047,-71.8510971069336,America/Santiago
2654,María Dolores Airport,Los Angeles,Chile,LSQ,SCGE,-37.40169906616211,-72.42539978027344,America/Santiago
2655,Guardiamarina Zañartu Airport,Puerto Williams,Chile,WPU,SCGZ,-54.93109893798828,-67.62629699707031,America/Santiago
2656,Carriel Sur Airport,Concepcion,Chile,CCP,SCIE,-36.772701,-73.063103,America/Santiago
2657,Mataveri Airport,Easter Island,Chile,IPC,SCIP,-27.1648006439,-109.42199707,Pacific/Easter
2658,Cañal Bajo Carlos - Hott Siebert Airport,Osorno,Chile,ZOS,SCJO,-40.61119842529297,-73.06099700927734,America/Santiago
2659,Vallenar Airport,Vallenar,Chile,VLR,SCLL,-28.596399307250977,-70.75599670410156,America/Santiago
2660,De La Independencia Airport,Rancagua,Chile,QRC,SCRG,-34.17369842529297,-70.77570343017578,America/Santiago
2661,Teniente Rodolfo Marsh Martin Base,Isla Rey Jorge,Antarctica,TNM,SCRM,-62.1907997131,-58.9866981506,Antarctica/South_Pole
2662,La Florida Airport,La Serena,Chile,LSC,SCSE,-29.916201,-71.199501,America/Santiago
2663,Eulogio Sánchez Airport,Santiago,Chile,,SCTB,-33.456298828125,-70.54669952392578,America/Santiago
2664,Maquehue Airport,Temuco,Chile,PZS,SCTC,-38.766799926758,-72.637100219727,America/Santiago
2665,El Tepual Airport,Puerto Montt,Chile,PMC,SCTE,-41.438899993896484,-73.09400177001953,America/Santiago
2666,Chaitén Airport,Chaiten,Chile,WCH,SCTN,-42.93280029296875,-72.6990966796875,America/Santiago
2667,Pichoy Airport,Valdivia,Chile,ZAL,SCVD,-39.6500015259,-73.0860977173,America/Santiago
2668,Chachoán Airport,Ambato,Ecuador,ATF,SEAM,-1.2120699882507324,-78.57460021972656,America/Guayaquil
2669,Hacienda Clementina Airport,Clementia,Ecuador,,SECM,-1.7062699794769287,-79.37889862060547,America/Guayaquil
2670,Francisco De Orellana Airport,Coca,Ecuador,OCC,SECO,-0.4628860056400299,-76.98680114746094,America/Guayaquil
2671,Mariscal Lamar Airport,Cuenca,Ecuador,CUE,SECU,-2.88947,-78.984398,America/Guayaquil
2672,Seymour Airport,Galapagos,Ecuador,GPS,SEGS,-0.45375800132751465,-90.26589965820312,Pacific/Galapagos
2673,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,GYE,SEGU,-2.1574199199699997,-79.88359832760001,America/Guayaquil
2674,Gualaquiza Airport,Gualaquiza,Ecuador,,SEGZ,-3.4232099056243896,-78.56700134277344,America/Guayaquil
2675,Atahualpa Airport,Ibarra,Ecuador,,SEIB,0.33841899037361145,-78.13639831542969,America/Guayaquil
2676,Km 192 Airport,Km-192,Ecuador,,SEKK,0.18420299887657166,-79.39199829101562,America/Guayaquil
2677,Hacienda La Julia Airport,La Julia,Ecuador,,SELJ,-1.7043800354003906,-79.55229949951172,America/Guayaquil
2678,Cotopaxi International Airport,Latacunga,Ecuador,LTX,SELT,-0.906833,-78.615799,America/Guayaquil
2679,Jose Maria Velasco Ibarra Airport,Macara,Ecuador,MRR,SEMA,-4.37823009491,-79.94100189210002,America/Guayaquil
2680,Coronel E Carvajal Airport,Macas,Ecuador,XMS,SEMC,-2.2991700172424316,-78.12079620361328,America/Guayaquil
2681,General Manuel Serrano Airport,Machala,Ecuador,MCH,SEMH,-3.2689,-79.961601,America/Guayaquil
2682,El Carmen Airport,Montalvo,Ecuador,,SEMO,-2.067009925842285,-76.97570037841797,America/Guayaquil
2683,Eloy Alfaro International Airport,Manta,Ecuador,MEC,SEMT,-0.9460780024528503,-80.67880249023438,America/Guayaquil
2684,Maragrosa Airport,Maragrosa,Ecuador,,SEMX,-2.851099967956543,-79.80359649658203,America/Guayaquil
2685,Amable Calle Gutierrez Airport,Pasaje,Ecuador,,SEPS,-3.3196699619293213,-79.76920318603516,America/Guayaquil
2686,Reales Tamarindos Airport,Portoviejo,Ecuador,PVO,SEPV,-1.0416500568389893,-80.47219848632812,America/Guayaquil
2687,Quevedo Airport,Quevedo,Ecuador,,SEQE,-0.9894000291824341,-79.46510314941406,America/Guayaquil
2688,Mariscal Sucre International Airport,Quito,Ecuador,UIO,SEQM,-0.129166666667,-78.3575,America/Guayaquil
2689,Chimborazo Airport,Riobamba,Ecuador,,SERB,-1.6534299850463867,-78.65609741210938,America/Guayaquil
2690,Santa Rosa International Airport,Santa Rosa,Ecuador,ETR,SERO,-3.441986,-79.996957,America/Guayaquil
2691,General Ulpiano Paez Airport,Salinas,Ecuador,SNC,SESA,-2.20499,-80.988899,America/Guayaquil
2692,Santo Domingo de Los Colorados Airport,Santo Domingo,Ecuador,,SESD,-0.2482219934463501,-79.21440124511719,America/Guayaquil
2694,Taura Airport,Taura,Ecuador,,SETA,-2.261039972305298,-79.6801986694336,America/Guayaquil
2695,Mayor Galo Torres Airport,Tena,Ecuador,,SETE,-0.9867669939994812,-77.81950378417969,America/Guayaquil
2696,Tarapoa Airport,Tarapoa,Ecuador,TPC,SETR,-0.12295600026845932,-76.33779907226562,America/Guayaquil
2697,Teniente Coronel Luis a Mantilla Airport,Tulcan,Ecuador,TUA,SETU,0.8095059990882874,-77.70809936523438,America/Guayaquil
2699,Silvio Pettirossi International Airport,Asuncion,Paraguay,ASU,SGAS,-25.239999771118164,-57.52000045776367,America/Asuncion
2700,Juan De Ayolas Airport,Ayolas,Paraguay,AYO,SGAY,-27.370554,-56.854064,America/Asuncion
2701,Teniente Col Carmelo Peralta Airport,Conception,Paraguay,CIO,SGCO,-23.442363,-57.427253,America/Asuncion
2702,Itaipú Airport,Itaipu,Paraguay,,SGIB,-25.407519,-54.619377,America/Asuncion
2703,Dr. Luis Maria Argaña International Airport,Mariscal Estigarribia,Paraguay,ESG,SGME,-22.049999237060547,-60.619998931884766,America/Asuncion
2704,Carlos Miguel Gimenez Airport,Pilar,Paraguay,PIL,SGPI,-26.881224,-58.318026,America/Asuncion
2705,El Eden Airport,Armenia,Colombia,AXM,SKAR,4.45278,-75.7664,America/Bogota
2706,Tres De Mayo Airport,Puerto Asis,Colombia,PUU,SKAS,0.505228,-76.5008,America/Bogota
2707,Las Flores Airport,El Banco,Colombia,ELB,SKBC,9.04554,-73.9749,America/Bogota
2708,Palonegro Airport,Bucaramanga,Colombia,BGA,SKBG,7.1265,-73.1848,America/Bogota
2709,El Dorado International Airport,Bogota,Colombia,BOG,SKBO,4.70159,-74.1469,America/Bogota
2710,Ernesto Cortissoz International Airport,Barranquilla,Colombia,BAQ,SKBQ,10.8896,-74.7808,America/Bogota
2711,José Celestino Mutis Airport,Bahia Solano,Colombia,BSC,SKBS,6.20292,-77.3947,America/Bogota
2712,Gerardo Tobar López Airport,Buenaventura,Colombia,BUN,SKBU,3.81963,-76.9898,America/Bogota
2713,Camilo Daza International Airport,Cucuta,Colombia,CUC,SKCC,7.92757,-72.5115,America/Bogota
2714,Rafael Nuñez International Airport,Cartagena,Colombia,CTG,SKCG,10.4424,-75.513,America/Bogota
2715,Alfonso Bonilla Aragon International Airport,Cali,Colombia,CLO,SKCL,3.54322,-76.3816,America/Bogota
2716,La Florida Airport,Tumaco,Colombia,TCO,SKCO,1.81442,-78.7492,America/Bogota
2717,Las Brujas Airport,Corozal,Colombia,CZU,SKCZ,9.33274,-75.2856,America/Bogota
2718,Yariguíes Airport,Barrancabermeja,Colombia,EJA,SKEJ,7.02433,-73.8068,America/Bogota
2719,Gustavo Artunduaga Paredes Airport,Florencia,Colombia,FLA,SKFL,1.58919,-75.5644,America/Bogota
2720,Santiago Vila Airport,Girardot,Colombia,GIR,SKGI,4.27624,-74.7967,America/Bogota
2722,Juan Casiano Airport,Guapi,Colombia,GPI,SKGP,2.57013,-77.8986,America/Bogota
2723,Guaymaral Airport,Guaymaral,Colombia,,SKGY,4.81233,-74.0649,America/Bogota
2724,Perales Airport,Ibague,Colombia,IBE,SKIB,4.42161,-75.1333,America/Bogota
2725,San Luis Airport,Ipiales,Colombia,IPI,SKIP,0.861925,-77.6718,America/Bogota
2726,Antonio Roldan Betancourt Airport,Carepa,Colombia,APO,SKLC,7.81196,-76.7164,America/Bogota
2727,Jorge Isaac Airport,La Mina,Colombia,MCJ,SKLM,11.2325,-72.4901,America/Bogota
2728,Alfredo Vásquez Cobo International Airport,Leticia,Colombia,LET,SKLT,-4.19355,-69.9432,America/Bogota
2729,Enrique Olaya Herrera Airport,Medellin,Colombia,EOH,SKMD,6.220549,-75.590582,America/Bogota
2730,Baracoa Airport,Magangue,Colombia,MGN,SKMG,9.28474,-74.8461,America/Bogota
2731,Los Garzones Airport,Monteria,Colombia,MTR,SKMR,8.82374,-75.8258,America/Bogota
2732,Fabio Alberto Leon Bentley Airport,Mitu,Colombia,MVP,SKMU,1.25366,-70.2339,America/Bogota
2733,La Nubia Airport,Manizales,Colombia,MZL,SKMZ,5.0296,-75.4647,America/Bogota
2734,Benito Salas Airport,Neiva,Colombia,NVA,SKNV,2.95015,-75.294,America/Bogota
2735,Aguas Claras Airport,Ocana,Colombia,OCV,SKOC,8.31506,-73.3583,America/Bogota
2736,Otu Airport,Otu,Colombia,OTU,SKOT,7.01037,-74.7155,America/Bogota
2737,Puerto Bolívar Airport,Puerto Bolivar,Colombia,,SKPB,12.2215,-71.9848,America/Bogota
2738,German Olano Airport,Puerto Carreno,Colombia,PCR,SKPC,6.18472,-67.4932,America/Bogota
